-0.14202893,-0.744058881,-0.278551231,-0.510065814,-0.24263884,-0.329138713,-0.565684906,-0.227763716,-0.28304769,-0.273216339,-0.023165984,-0.130236802,-0.535173931,2.850860208,-0.353958002
-0.134672191,-0.776756863,-0.281602665,-0.518891201,-0.255263797,-0.381820442,-0.588467988,-0.244345824,-0.387600762,-0.301987666,-0.06336876,0.059294341,-0.542790128,2.434531438,-0.364443333
0.175880699,-0.805317849,-0.283914266,-0.527293915,-0.264827783,-0.460368576,-0.740633305,-0.222802374,-0.64035147,-0.44614094,-0.129780337,0.243591288,-0.548559748,2.142032257,-0.329677246
0.241271381,-0.829649037,-0.28605983,-0.536280916,-0.273704806,-0.525068404,-0.718898054,-0.407582842,-0.863403943,-0.469733087,-0.170740603,0.49688817,-0.553914946,1.563526345,-0.341289315
0.431762666,-0.833813505,-0.286408974,-0.545859925,-0.275149349,-0.551787044,-0.798621967,-0.617051698,-1.089495214,-0.511355722,-0.179079962,0.512055525,-0.554786389,1.377219161,-0.327075555
0.443442511,-0.834342685,-0.286455358,-0.543863165,-0.275341259,-0.559917772,-0.838895708,-0.584664187,-1.178017547,-0.55423207,-0.17526208,0.600986951,-0.554902162,1.000940891,-0.315510434
0.601596167,-0.834359544,-0.286456778,-0.550523389,-0.275346968,-0.561176422,-1.105464156,-0.47588245,-1.278362231,-0.761827468,-0.155372888,0.377031026,-0.554905705,0.940218541,-0.277460171
0.784022281,-0.8343599,-0.286456809,-0.550390602,-0.275339785,-0.560464523,-1.063168899,-0.480469827,-1.372653621,-0.703986951,-0.104435516,0.330162641,-0.554905784,0.625808702,-0.244934818
1.021235073,-0.83435913,-0.28645681,-0.544720683,-0.275085148,-0.55099003,-1.163539091,-0.490238077,-1.503382812,-0.727538272,-0.074189716,0.081426654,-0.554905785,0.559931916,-0.20735859
1.185436481,-0.83429913,-0.28645681,-0.520106829,-0.271991742,-0.476455542,-1.090809338,-0.472198878,-1.490406708,-0.661733559,-0.07775184,0.17008865,-0.554905785,0.325409081,-0.176913876
1.202125976,-0.831370758,-0.28645681,-0.462400697,-0.225928575,-0.123702113,-1.129141792,-0.465399912,-1.489480096,-0.645433338,-0.100770211,0.125922573,-0.554905785,0.404325463,-0.17020534
1.089359417,-0.760997995,-0.28645681,-0.440239191,-0.081152408,0.603181098,-1.000639134,-0.52073563,-1.4104814,-0.527903247,-0.149110917,0.318464478,-0.554905785,0.456166012,-0.137079875
1.05591633,-0.155699582,-0.286456808,-0.500554055,0.24068813,0.692243218,-1.040291602,-0.581579887,-1.396625972,-0.528627418,-0.173930224,0.186397382,-0.554905785,0.837216817,-0.074443262
1.111952075,0.846816403,-0.286456521,-0.543815494,-0.095083567,0.203478926,-1.067602032,-0.529125259,-1.227586025,-0.693430074,-0.174031991,0.000805481,-0.554905784,0.771059353,0.017523368
0.94824179,1.155279087,-0.28644588,-0.543557084,-0.224610527,0.146697994,-1.060190188,-0.635480229,-1.012094815,-0.671225531,-0.176990724,-0.074796418,-0.554905686,1.138460733,-0.00904506
0.693031019,1.193163968,-0.286021815,-0.536957097,-0.212697116,0.195546584,-0.959538787,-0.698257101,-0.805843483,-0.609415729,-0.161052121,0.089806468,-0.554902529,1.140953919,-0.069609477
0.455642954,1.187072645,-0.278384939,-0.526414287,0.069104089,0.389477884,-0.859393209,-0.756308501,-0.638274564,-0.550865029,-0.144524404,0.046291598,-0.554801066,1.467205516,-0.127305432
0.451941929,1.159643238,-0.143166907,-0.535366557,1.136975827,0.133420495,-0.701743678,-0.683499891,-0.619076531,-0.558382032,-0.02169909,0.119813208,-0.55348227,1.148954487,-0.114784713
0.658606326,1.099421434,0.627452151,-0.546206844,2.557677333,-0.24921923,-0.665365956,-0.522044607,-0.741313315,-0.581150909,-0.001772604,0.066790007,-0.542355455,0.818817142,-0.071803395
0.763591505,1.068277752,2.29282803,-0.553583588,3.043409599,-0.472624778,-0.634713015,-0.509969663,-0.795018169,-0.515404098,0.020950628,0.172064932,-0.529867123,0.343419016,-0.022087664
0.927089209,1.034758884,3.167644165,-0.549480797,2.590762095,-0.429019529,-0.835461897,-0.555070844,-0.987950859,-0.551782232,-0.070444727,0.129690168,-0.514698942,0.372424653,-0.008026922
0.851163108,1.008547464,3.336585416,-0.490664252,1.939199496,-0.28729425,-0.820728776,-0.548144718,-0.915901649,-0.53442103,-0.112620302,0.205529453,-0.524814484,0.429493336,-0.013777866
0.732381584,1.026044631,2.200003738,0.247480049,2.001079457,-0.247906939,-0.917167786,-0.627698088,-0.959458004,-0.588896336,-0.084383697,0.188985785,-0.460445288,0.603213333,-0.025016803
0.485699822,1.1042958,0.416797224,1.363926121,3.027819025,-0.394782904,-0.808992238,-0.58959516,-0.718223889,-0.561184047,-0.019846917,0.228308314,-0.368364528,0.344217296,-0.006975483
0.461197844,1.129274058,-0.223437467,1.763651336,3.535412877,-0.541772655,-0.829773447,-0.5795608,-0.691140497,-0.5628472,-0.013966896,0.176149581,-0.323356049,0.193771591,0.019993532
0.499957113,1.150234473,-0.277371139,1.797301544,3.250760193,-0.557071492,-0.802488502,-0.377617729,-0.475098589,-0.574845217,-0.048708653,0.095579927,-0.354014934,-0.10568183,0.055264781
0.558596912,1.142043579,-0.286004821,1.802660293,1.737969358,-0.55733013,-0.955999382,-0.484978156,-0.672220505,-0.750874487,-0.082387284,0.037308245,-0.425617914,-0.00110687,0.042550421
0.580151018,1.139260776,-0.286441343,1.802338608,0.188529295,-0.520485417,-1.012069839,-0.560613485,-0.804106348,-0.825123797,-0.093279814,0.091516584,-0.523010859,0.112894999,0.009060785
0.735445593,1.130750695,-0.286456696,1.801418466,-0.237067026,-0.30751696,-1.119634503,-0.665758714,-1.087696881,-0.915169445,-0.091599536,0.25029789,-0.544097908,0.194862544,0.024599967
0.733975898,1.141953355,-0.286456808,1.795136416,-0.271898153,0.588901377,-1.089689564,-0.62564405,-1.057635796,-0.789199999,-0.112114535,0.217076023,-0.550013807,0.322859728,-0.015194531
0.705043906,1.155741072,-0.28645681,1.795561063,-0.27527767,1.435484034,-1.075098148,-0.621874478,-1.037662592,-0.729191823,-0.129170792,0.126314431,-0.553371473,0.566886671,-0.071507505
0.628119846,1.152846985,-0.28645681,1.793525941,-0.275346048,1.745044198,-0.935741764,-0.533371614,-0.878772018,-0.563509098,-0.120318413,0.112888682,-0.55475129,0.465800361,-0.091143016
-0.403502905,-0.772395775,-0.28156168,-0.521901958,-0.255094228,-0.356209758,-0.450689664,-0.318966275,-0.240189613,-0.206240234,-0.018078046,0.006587666,-0.542687833,2.425641989,-0.396655377
-0.464062486,-0.805447043,-0.28442465,-0.528608497,-0.266939437,-0.401023036,-0.424547119,-0.361437848,-0.32460748,-0.236145421,-0.069831271,0.250099091,-0.549833635,1.880877658,-0.421173237
-0.070780724,-0.81644639,-0.285041652,-0.525954253,-0.269492214,-0.462776913,-0.610590001,-0.303818763,-0.593391747,-0.369949197,-0.133419221,0.381758937,-0.551373637,1.766168171,-0.374900356
-0.021093728,-0.832312609,-0.286312914,-0.529217693,-0.274751913,-0.526211116,-0.492839482,-0.479634474,-0.811725997,-0.422214123,-0.172424296,0.680086197,-0.554546629,1.116290026,-0.378895943
0.254523979,-0.834066607,-0.286433639,-0.537980008,-0.275251399,-0.552375018,-0.586272641,-0.59537972,-1.034770237,-0.447538924,-0.178794852,0.699697074,-0.554847952,1.045967665,-0.345674771
0.296245557,-0.83435327,-0.286456343,-0.532475469,-0.275345334,-0.560206735,-0.489057057,-0.564193349,-1.126438867,-0.412959607,-0.169341188,0.844893993,-0.55490462,0.606431167,-0.326093026
0.518163934,-0.834359706,-0.286456794,-0.542304779,-0.275347116,-0.561189527,-0.834313001,-0.476453087,-1.219941094,-0.550937894,-0.145476378,0.650437613,-0.554905745,0.65021225,-0.291999384
0.736089385,-0.8343599,-0.28645681,-0.542942157,-0.275344591,-0.56068458,-0.690801684,-0.51023475,-1.285604853,-0.484959355,-0.079840128,0.693306892,-0.554905785,0.277595564,-0.259806617
1.02375908,-0.834359025,-0.28645681,-0.542482345,-0.275208706,-0.55096201,-0.945956301,-0.512936608,-1.422943222,-0.617616206,-0.069618373,0.38077788,-0.554905785,0.293272877,-0.202099795
1.204822003,-0.834295788,-0.28645681,-0.50639276,-0.274180127,-0.495329968,-0.819538705,-0.478068355,-1.397134901,-0.542452193,-0.089317176,0.555745873,-0.554905785,-0.01713987,-0.152743025
1.24185036,-0.831427782,-0.28645681,-0.461774341,-0.252882066,-0.161983586,-0.9742808,-0.455690347,-1.424248921,-0.570874214,-0.115995241,0.370330261,-0.554905785,0.145386564,-0.139656851
1.075267492,-0.76361268,-0.28645681,-0.374596015,-0.213743354,0.528110487,-0.803663539,-0.407941536,-1.234183765,-0.404469877,-0.157173217,0.541631617,-0.554905785,0.151172322,-0.137373885
0.988637416,-0.168881979,-0.286456806,-0.475286205,-0.043805942,0.790466109,-0.904056942,-0.467448287,-1.256908412,-0.51098456,-0.16883331,0.313882756,-0.554905785,0.48310448,-0.088298429
1.022632492,0.726136249,-0.286456429,-0.533535624,-0.218935807,0.298999707,-0.858562401,-0.385367559,-1.137479261,-0.662722671,-0.143070565,0.268804364,-0.554905784,0.260877401,-0.009127709
0.995524337,1.145110926,-0.286440229,-0.548393206,-0.248612951,0.009587096,-1.000248969,-0.544969451,-1.053607628,-0.707789538,-0.160133374,0.139560605,-0.554905737,0.608719248,0.010790519
0.824629216,1.188340744,-0.28581524,-0.54701313,-0.22510897,-0.076976389,-0.86790213,-0.63450988,-0.876834655,-0.605770899,-0.112899443,0.384936262,-0.554904486,0.522884687,-0.018229537
0.523730727,1.190564948,-0.274011139,-0.536250885,0.101345813,0.163676159,-0.818673316,-0.744232552,-0.670686044,-0.553443566,-0.074682974,0.247902496,-0.554839214,1.056101379,-0.0979657
0.382822555,1.172949233,-0.061711781,-0.542634276,1.208481157,-0.104897778,-0.532710758,-0.76718842,-0.576009201,-0.53019145,0.211507469,0.38163634,-0.554219859,0.685464771,-0.086483049
0.508789214,1.118953387,0.834452389,-0.549339523,2.714258785,-0.328024917,-0.475773467,-0.583253337,-0.619951516,-0.527049632,0.171495276,0.228762889,-0.547801171,0.515721069,-0.063822192
0.522429944,1.081739623,2.581749357,-0.553841567,3.121014731,-0.486716584,-0.321504487,-0.461098263,-0.487829432,-0.405420123,0.101653593,0.372124936,-0.545896896,0.077415527,-0.019086923
0.730640966,1.044554053,3.229236417,-0.55201611,2.643048704,-0.417769638,-0.584195451,-0.476698011,-0.699577679,-0.451383554,-0.058955765,0.281907922,-0.535696172,0.196523981,-0.007462726
0.620420834,1.039819323,3.42041629,-0.531387481,1.835127742,-0.084423775,-0.510472842,-0.4188921,-0.538639274,-0.437462102,-0.122732833,0.38691801,-0.545485592,0.211087476,-0.019951263
0.667872438,1.031800147,2.742945689,-0.090929572,1.519241182,0.00411316,-0.749803427,-0.519162615,-0.739137618,-0.535660202,-0.107526275,0.300344549,-0.504519423,0.470461816,-0.028728794
0.445734357,1.122565007,1.399842333,0.749246473,2.053164529,0.151554309,-0.609500741,-0.39039284,-0.413885264,-0.503255862,-0.04552148,0.361122823,-0.453896667,0.185643033,-0.01743784
0.454835309,1.148865164,-0.136395074,1.709168361,3.417254429,-0.495144866,-0.705476524,-0.367318606,-0.420639675,-0.522294257,-0.019007255,0.208714314,-0.364452698,-0.065197478,0.034084795
0.400143791,1.17498745,-0.251560612,1.780528797,3.077032644,-0.540549831,-0.541481166,-0.145602567,-0.099882201,-0.448108047,-0.027411983,0.195471864,-0.422851746,-0.358116394,0.043513746
0.431750419,1.163728082,-0.285304319,1.80207724,1.851217233,-0.557830779,-0.762837795,-0.31185159,-0.341407539,-0.594314589,-0.074859772,0.011241273,-0.452894482,-0.141555932,0.023095323
0.352635575,1.157381783,-0.286380616,1.801074675,0.322762218,-0.522453812,-0.774255658,-0.435313871,-0.448783259,-0.543398886,-0.090706644,0.029073347,-0.530914213,0.007855873,-0.013494826
0.615011212,1.138090824,-0.286456335,1.798287002,-0.20274445,-0.255520196,-1.0206506,-0.56433288,-0.864161825,-0.744682978,-0.10299692,0.176613631,-0.545989789,0.128460306,0.007723134
0.62959173,1.139235612,-0.286456802,1.787734219,-0.269903316,0.84635547,-0.91177965,-0.448135825,-0.801553617,-0.516672995,-0.121150383,0.286949749,-0.552663505,0.014235683,0.000755817
0.644874699,1.146193026,-0.28645681,1.789611299,-0.275244839,1.571944445,-0.913782641,-0.508706318,-0.875993877,-0.542980009,-0.117784461,0.188692772,-0.554158286,0.284618795,-0.062267102
0.562878316,1.140395485,-0.28645681,1.790827181,-0.275345826,1.762968872,-0.748120103,-0.429557658,-0.742455132,-0.389703829,-0.109134084,0.256025614,-0.554856476,0.085579985,-0.068041975
-0.760342654,-0.809223133,-0.285060283,-0.539590045,-0.269569296,-0.39008893,-0.255892786,-0.451055641,-0.168096968,-0.198546302,-0.025801814,0.236365044,-0.551420138,1.786823247,-0.455220366
-0.735638584,-0.824162658,-0.286111451,-0.539187013,-0.273918384,-0.42587278,-0.264269616,-0.479869644,-0.266349944,-0.283988882,-0.078321728,0.462003755,-0.554043791,1.347906871,-0.465912163
